,class,count,sum,aspect,elevation_below,year_month,season,percent_snow_cover,km2_snow,km2_all,year,month
54,45_4000,7,7,45,4000,2021-02,2020,1.0,0.07,0.07,2021,02
55,225_4500,0,0,225,4500,2021-02,2020,,0.0,0.0,2021,02
0,180_3000,11089,10670,180,3000,2021-03,2020,0.9622148074668591,106.70000000000002,110.89000000000001,2021,03
1,45_2500,26276,25344,45,2500,2021-03,2020,0.964530369919318,253.44000000000005,262.76000000000005,2021,03
2,0_2500,26644,25487,0,2500,2021-03,2020,0.9565755892508633,254.87000000000006,266.44000000000005,2021,03
3,180_1500,60409,35526,180,1500,2021-03,2020,0.5880911784667847,355.26000000000005,604.0900000000001,2021,03
4,135_2000,35129,31900,135,2000,2021-03,2020,0.9080816419482479,319.00000000000006,351.2900000000001,2021,03
5,0_4000,20,20,0,4000,2021-03,2020,1.0,0.20000000000000004,0.20000000000000004,2021,03
6,225_3000,12675,11893,225,3000,2021-03,2020,0.9383037475345167,118.93000000000002,126.75000000000003,2021,03
7,315_4000,25,23,315,4000,2021-03,2020,0.92,0.23000000000000004,0.25000000000000006,2021,03
8,135_4500,0,0,135,4500,2021-03,2020,,0.0,0.0,2021,03
9,90_4500,0,0,90,4500,2021-03,2020,,0.0,0.0,2021,03
10,225_1500,46051,25499,225,1500,2021-03,2020,0.5537121886603983,254.99000000000004,460.5100000000001,2021,03
11,90_2000,34105,31011,90,2000,2021-03,2020,0.9092801641987979,310.11000000000007,341.05000000000007,2021,03
12,270_2500,30397,28673,270,2500,2021-03,2020,0.9432838766983583,286.7300000000001,303.9700000000001,2021,03
13,315_2500,30520,29251,315,2500,2021-03,2020,0.9584207077326343,292.51000000000005,305.20000000000005,2021,03
14,45_3000,14562,13842,45,3000,2021-03,2020,0.9505562422744128,138.42000000000002,145.62000000000003,2021,03
15,270_4000,15,14,270,4000,2021-03,2020,0.9333333333333333,0.14,0.15000000000000002,2021,03
16,180_4000,14,13,180,4000,2021-03,2020,0.9285714285714286,0.13000000000000003,0.14,2021,03
17,45_1500,51376,27319,45,1500,2021-03,2020,0.5317463407038305,273.19000000000005,513.7600000000001,2021,03
18,180_2500,23532,22600,180,2500,2021-03,2020,0.9603943566207717,226.00000000000006,235.32000000000005,2021,03
19,135_1500,59707,35796,135,1500,2021-03,2020,0.5995276935702681,357.9600000000001,597.0700000000002,2021,03
20,0_3500,3387,3169,0,3500,2021-03,2020,0.9356362562739888,31.690000000000005,33.870000000000005,2021,03
21,225_4000,9,7,225,4000,2021-03,2020,0.7777777777777778,0.07,0.09000000000000002,2021,03
22,90_1500,49408,30018,90,1500,2021-03,2020,0.6075534326424871,300.18000000000006,494.0800000000001,2021,03
23,135_3000,12382,12095,135,3000,2021-03,2020,0.9768211920529801,120.95000000000002,123.82000000000002,2021,03
24,45_4500,0,0,45,4500,2021-03,2020,,0.0,0.0,2021,03
25,225_2500,22701,21593,225,2500,2021-03,2020,0.9511915774635479,215.93000000000004,227.01000000000005,2021,03
26,270_3500,2746,2430,270,3500,2021-03,2020,0.8849235251274581,24.300000000000004,27.460000000000004,2021,03
27,315_3500,3532,3212,315,3500,2021-03,2020,0.9093997734994338,32.120000000000005,35.32000000000001,2021,03
28,45_2000,32185,28175,45,2000,2021-03,2020,0.8754077986639739,281.75000000000006,321.8500000000001,2021,03
29,90_3000,13201,12571,90,3000,2021-03,2020,0.9522763427013105,125.71000000000002,132.01000000000002,2021,03
30,180_3500,2232,2075,180,3500,2021-03,2020,0.9296594982078853,20.750000000000004,22.320000000000004,2021,03
31,0_4500,0,0,0,4500,2021-03,2020,,0.0,0.0,2021,03
32,135_4000,14,13,135,4000,2021-03,2020,0.9285714285714286,0.13000000000000003,0.14,2021,03
33,90_2500,27594,26688,90,2500,2021-03,2020,0.9671667753859534,266.88000000000005,275.94000000000005,2021,03
34,135_2500,26251,25628,135,2500,2021-03,2020,0.9762675707592092,256.28000000000003,262.51000000000005,2021,03
35,315_2000,39226,30954,315,2000,2021-03,2020,0.7891194615816041,309.5400000000001,392.2600000000001,2021,03
36,0_2000,35456,29212,0,2000,2021-03,2020,0.82389440433213,292.12000000000006,354.56000000000006,2021,03
37,270_4500,0,0,270,4500,2021-03,2020,,0.0,0.0,2021,03
38,315_4500,0,0,315,4500,2021-03,2020,,0.0,0.0,2021,03
39,225_3500,2280,2009,225,3500,2021-03,2020,0.881140350877193,20.090000000000003,22.800000000000004,2021,03
40,90_4000,20,16,90,4000,2021-03,2020,0.8,0.16000000000000003,0.20000000000000004,2021,03
41,270_2000,35246,27981,270,2000,2021-03,2020,0.7938773194121319,279.81000000000006,352.4600000000001,2021,03
42,315_1500,63820,27402,315,1500,2021-03,2020,0.4293638357881542,274.02000000000004,638.2000000000002,2021,03
43,180_2000,33139,29020,180,2000,2021-03,2020,0.8757053622619874,290.20000000000005,331.39000000000004,2021,03
44,180_4500,0,0,180,4500,2021-03,2020,,0.0,0.0,2021,03
45,45_3500,3164,2940,45,3500,2021-03,2020,0.9292035398230089,29.400000000000006,31.640000000000008,2021,03
46,0_1500,65477,29717,0,1500,2021-03,2020,0.4538540250775081,297.1700000000001,654.7700000000001,2021,03
47,270_1500,49944,23970,270,1500,2021-03,2020,0.47993753003363765,239.70000000000005,499.4400000000001,2021,03
48,90_3500,2915,2758,90,3500,2021-03,2020,0.9461406518010291,27.580000000000005,29.150000000000006,2021,03
49,135_3500,2452,2332,135,3500,2021-03,2020,0.9510603588907015,23.320000000000004,24.520000000000003,2021,03
50,315_3000,15789,15046,315,3000,2021-03,2020,0.952941921590981,150.46000000000004,157.89000000000004,2021,03
51,0_3000,15932,15387,0,3000,2021-03,2020,0.9657921164951042,153.87000000000003,159.32000000000002,2021,03
52,225_2000,27108,22700,225,2000,2021-03,2020,0.8373911760365944,227.00000000000006,271.08000000000004,2021,03
53,270_3000,14820,13807,270,3000,2021-03,2020,0.9316464237516869,138.07000000000002,148.20000000000002,2021,03
54,45_4000,7,7,45,4000,2021-03,2020,1.0,0.07,0.07,2021,03
55,225_4500,0,0,225,4500,2021-03,2020,,0.0,0.0,2021,03
0,180_3000,11089,9967,180,3000,2021-04,2020,0.8988186491117324,99.67000000000002,110.89000000000001,2021,04
1,45_2500,26276,23619,45,2500,2021-04,2020,0.8988811082356523,236.19000000000005,262.76000000000005,2021,04
2,0_2500,26644,24344,0,2500,2021-04,2020,0.9136766251313616,243.44000000000005,266.44000000000005,2021,04
3,180_1500,60409,13415,180,1500,2021-04,2020,0.2220695591716466,134.15000000000003,604.0900000000001,2021,04
4,135_2000,35129,25113,135,2000,2021-04,2020,0.7148794443337414,251.13000000000005,351.2900000000001,2021,04
5,0_4000,20,20,0,4000,2021-04,2020,1.0,0.20000000000000004,0.20000000000000004,2021,04
6,225_3000,12675,10999,225,3000,2021-04,2020,0.8677712031558186,109.99000000000002,126.75000000000003,2021,04
7,315_4000,25,23,315,4000,2021-04,2020,0.92,0.23000000000000004,0.25000000000000006,2021,04
8,135_4500,0,0,135,4500,2021-04,2020,,0.0,0.0,2021,04
9,90_4500,0,0,90,4500,2021-04,2020,,0.0,0.0,2021,04
10,225_1500,46051,10594,225,1500,2021-04,2020,0.2300492931749582,105.94000000000003,460.5100000000001,2021,04
11,90_2000,34105,26311,90,2000,2021-04,2020,0.7714704588769975,263.11000000000007,341.05000000000007,2021,04
12,270_2500,30397,26794,270,2500,2021-04,2020,0.8814685659769056,267.94000000000005,303.9700000000001,2021,04
13,315_2500,30520,27969,315,2500,2021-04,2020,0.9164154652686762,279.69000000000005,305.20000000000005,2021,04
14,45_3000,14562,12112,45,3000,2021-04,2020,0.8317538799615437,121.12000000000002,145.62000000000003,2021,04
15,270_4000,15,13,270,4000,2021-04,2020,0.8666666666666667,0.13000000000000003,0.15000000000000002,2021,04
16,180_4000,14,13,180,4000,2021-04,2020,0.9285714285714286,0.13000000000000003,0.14,2021,04
17,45_1500,51376,15101,45,1500,2021-04,2020,0.2939310183743382,151.01000000000002,513.7600000000001,2021,04
18,180_2500,23532,20862,180,2500,2021-04,2020,0.8865374808771035,208.62000000000003,235.32000000000005,2021,04
19,135_1500,59707,12507,135,1500,2021-04,2020,0.20947292612256518,125.07000000000002,597.0700000000002,2021,04
20,0_3500,3387,2973,0,3500,2021-04,2020,0.8777679362267493,29.730000000000008,33.870000000000005,2021,04
21,225_4000,9,8,225,4000,2021-04,2020,0.8888888888888888,0.08000000000000002,0.09000000000000002,2021,04
22,90_1500,49408,12232,90,1500,2021-04,2020,0.24757124352331605,122.32000000000002,494.0800000000001,2021,04
23,135_3000,12382,11740,135,3000,2021-04,2020,0.9481505411080601,117.40000000000002,123.82000000000002,2021,04
24,45_4500,0,0,45,4500,2021-04,2020,,0.0,0.0,2021,04
25,225_2500,22701,20536,225,2500,2021-04,2020,0.9046297519933043,205.36000000000004,227.01000000000005,2021,04
26,270_3500,2746,2110,270,3500,2021-04,2020,0.7683903860160233,21.100000000000005,27.460000000000004,2021,04
27,315_3500,3532,2976,315,3500,2021-04,2020,0.8425821064552661,29.760000000000005,35.32000000000001,2021,04
28,45_2000,32185,25860,45,2000,2021-04,2020,0.8034798819325772,258.6,321.8500000000001,2021,04
29,90_3000,13201,11816,90,3000,2021-04,2020,0.8950837057798652,118.16000000000003,132.01000000000002,2021,04
30,180_3500,2232,1887,180,3500,2021-04,2020,0.8454301075268817,18.870000000000005,22.320000000000004,2021,04
31,0_4500,0,0,0,4500,2021-04,2020,,0.0,0.0,2021,04
32,135_4000,14,12,135,4000,2021-04,2020,0.8571428571428571,0.12000000000000002,0.14,2021,04
33,90_2500,27594,25242,90,2500,2021-04,2020,0.9147640791476408,252.42000000000004,275.94000000000005,2021,04
34,135_2500,26251,24451,135,2500,2021-04,2020,0.931431183573959,244.51000000000005,262.51000000000005,2021,04
35,315_2000,39226,29946,315,2000,2021-04,2020,0.7634222199561516,299.46000000000004,392.2600000000001,2021,04
36,0_2000,35456,28134,0,2000,2021-04,2020,0.7934905234657039,281.34000000000003,354.56000000000006,2021,04
37,270_4500,0,0,270,4500,2021-04,2020,,0.0,0.0,2021,04
38,315_4500,0,0,315,4500,2021-04,2020,,0.0,0.0,2021,04
39,225_3500,2280,1746,225,3500,2021-04,2020,0.7657894736842106,17.460000000000004,22.800000000000004,2021,04
40,90_4000,20,17,90,4000,2021-04,2020,0.85,0.17000000000000004,0.20000000000000004,2021,04
41,270_2000,35246,25566,270,2000,2021-04,2020,0.7253589059751461,255.66000000000005,352.4600000000001,2021,04
42,315_1500,63820,17801,315,1500,2021-04,2020,0.2789251018489502,178.01000000000005,638.2000000000002,2021,04
43,180_2000,33139,22342,180,2000,2021-04,2020,0.6741905307945322,223.42000000000004,331.39000000000004,2021,04
44,180_4500,0,0,180,4500,2021-04,2020,,0.0,0.0,2021,04
45,45_3500,3164,2771,45,3500,2021-04,2020,0.8757901390644753,27.710000000000004,31.640000000000008,2021,04
46,0_1500,65477,19513,0,1500,2021-04,2020,0.29801304274783513,195.13000000000002,654.7700000000001,2021,04
47,270_1500,49944,12816,270,1500,2021-04,2020,0.2566074002883229,128.16000000000003,499.4400000000001,2021,04
48,90_3500,2915,2679,90,3500,2021-04,2020,0.9190394511149228,26.790000000000006,29.150000000000006,2021,04
49,135_3500,2452,2274,135,3500,2021-04,2020,0.9274061990212071,22.740000000000006,24.520000000000003,2021,04
50,315_3000,15789,13348,315,3000,2021-04,2020,0.8453986952941922,133.48000000000002,157.89000000000004,2021,04
51,0_3000,15932,13811,0,3000,2021-04,2020,0.866871704745167,138.11,159.32000000000002,2021,04
52,225_2000,27108,18618,225,2000,2021-04,2020,0.6868083222664896,186.18000000000004,271.08000000000004,2021,04
53,270_3000,14820,11837,270,3000,2021-04,2020,0.7987179487179488,118.37000000000002,148.20000000000002,2021,04
54,45_4000,7,7,45,4000,2021-04,2020,1.0,0.07,0.07,2021,04
55,225_4500,0,0,225,4500,2021-04,2020,,0.0,0.0,2021,04
0,180_3000,11089,10231,180,3000,2021-05,2020,0.9226260257913247,102.31000000000002,110.89000000000001,2021,05
1,45_2500,26276,23800,45,2500,2021-05,2020,0.9057695235195615,238.00000000000006,262.76000000000005,2021,05
2,0_2500,26644,25130,0,2500,2021-05,2020,0.9431767001951659,251.30000000000004,266.44000000000005,2021,05
3,180_1500,60409,665,180,1500,2021-05,2020,0.011008293466205367,6.650000000000001,604.0900000000001,2021,05
4,135_2000,35129,12337,135,2000,2021-05,2020,0.35119132340801046,123.37000000000002,351.2900000000001,2021,05
5,0_4000,20,19,0,4000,2021-05,2020,0.95,0.19000000000000003,0.20000000000000004,2021,05
6,225_3000,12675,11908,225,3000,2021-05,2020,0.9394871794871795,119.08000000000003,126.75000000000003,2021,05
7,315_4000,25,22,315,4000,2021-05,2020,0.88,0.22000000000000003,0.25000000000000006,2021,05
8,135_4500,0,0,135,4500,2021-05,2020,,0.0,0.0,2021,05
9,90_4500,0,0,90,4500,2021-05,2020,,0.0,0.0,2021,05
10,225_1500,46051,647,225,1500,2021-05,2020,0.014049640615838962,6.4700000000000015,460.5100000000001,2021,05
11,90_2000,34105,16769,90,2000,2021-05,2020,0.4916874358598446,167.69000000000003,341.05000000000007,2021,05
12,270_2500,30397,25331,270,2500,2021-05,2020,0.833338816330559,253.31000000000006,303.9700000000001,2021,05
13,315_2500,30520,27474,315,2500,2021-05,2020,0.9001965923984273,274.74000000000007,305.20000000000005,2021,05
14,45_3000,14562,13595,45,3000,2021-05,2020,0.9335942864991073,135.95000000000002,145.62000000000003,2021,05
15,270_4000,15,14,270,4000,2021-05,2020,0.9333333333333333,0.14,0.15000000000000002,2021,05
16,180_4000,14,14,180,4000,2021-05,2020,1.0,0.14,0.14,2021,05
17,45_1500,51376,2119,45,1500,2021-05,2020,0.04124493927125506,21.190000000000005,513.7600000000001,2021,05
18,180_2500,23532,18917,180,2500,2021-05,2020,0.8038840727519972,189.17000000000004,235.32000000000005,2021,05
19,135_1500,59707,937,135,1500,2021-05,2020,0.015693302292863483,9.370000000000001,597.0700000000002,2021,05
20,0_3500,3387,3226,0,3500,2021-05,2020,0.9524653085326248,32.260000000000005,33.870000000000005,2021,05
21,225_4000,9,8,225,4000,2021-05,2020,0.8888888888888888,0.08000000000000002,0.09000000000000002,2021,05
22,90_1500,49408,1235,90,1500,2021-05,2020,0.02499595207253886,12.350000000000003,494.0800000000001,2021,05
23,135_3000,12382,11812,135,3000,2021-05,2020,0.953965433694072,118.12000000000002,123.82000000000002,2021,05
24,45_4500,0,0,45,4500,2021-05,2020,,0.0,0.0,2021,05
25,225_2500,22701,18738,225,2500,2021-05,2020,0.8254261926787366,187.38000000000002,227.01000000000005,2021,05
26,270_3500,2746,2504,270,3500,2021-05,2020,0.9118718135469774,25.040000000000006,27.460000000000004,2021,05
27,315_3500,3532,3253,315,3500,2021-05,2020,0.9210079275198187,32.53000000000001,35.32000000000001,2021,05
28,45_2000,32185,20201,45,2000,2021-05,2020,0.6276526332142303,202.01000000000005,321.8500000000001,2021,05
29,90_3000,13201,12215,90,3000,2021-05,2020,0.9253086887357018,122.15000000000002,132.01000000000002,2021,05
30,180_3500,2232,2088,180,3500,2021-05,2020,0.9354838709677419,20.880000000000003,22.320000000000004,2021,05
31,0_4500,0,0,0,4500,2021-05,2020,,0.0,0.0,2021,05
32,135_4000,14,14,135,4000,2021-05,2020,1.0,0.14,0.14,2021,05
33,90_2500,27594,23430,90,2500,2021-05,2020,0.8490976299195477,234.30000000000004,275.94000000000005,2021,05
34,135_2500,26251,21850,135,2500,2021-05,2020,0.83234924383833,218.50000000000003,262.51000000000005,2021,05
35,315_2000,39226,21691,315,2000,2021-05,2020,0.5529750675572325,216.91000000000005,392.2600000000001,2021,05
36,0_2000,35456,23070,0,2000,2021-05,2020,0.6506656137184116,230.70000000000005,354.56000000000006,2021,05
37,270_4500,0,0,270,4500,2021-05,2020,,0.0,0.0,2021,05
38,315_4500,0,0,315,4500,2021-05,2020,,0.0,0.0,2021,05
39,225_3500,2280,2107,225,3500,2021-05,2020,0.9241228070175439,21.070000000000004,22.800000000000004,2021,05
40,90_4000,20,20,90,4000,2021-05,2020,1.0,0.20000000000000004,0.20000000000000004,2021,05
41,270_2000,35246,14514,270,2000,2021-05,2020,0.41179140895420757,145.14000000000001,352.4600000000001,2021,05
42,315_1500,63820,1894,315,1500,2021-05,2020,0.029677217173299904,18.940000000000005,638.2000000000002,2021,05
43,180_2000,33139,9935,180,2000,2021-05,2020,0.29979782129816834,99.35000000000002,331.39000000000004,2021,05
44,180_4500,0,0,180,4500,2021-05,2020,,0.0,0.0,2021,05
45,45_3500,3164,3013,45,3500,2021-05,2020,0.952275600505689,30.130000000000006,31.640000000000008,2021,05
46,0_1500,65477,2923,0,1500,2021-05,2020,0.044641629885303236,29.230000000000004,654.7700000000001,2021,05
47,270_1500,49944,900,270,1500,2021-05,2020,0.01802018260451706,9.000000000000002,499.4400000000001,2021,05
48,90_3500,2915,2836,90,3500,2021-05,2020,0.9728987993138937,28.360000000000007,29.150000000000006,2021,05
49,135_3500,2452,2403,135,3500,2021-05,2020,0.9800163132137031,24.030000000000005,24.520000000000003,2021,05
50,315_3000,15789,14704,315,3000,2021-05,2020,0.9312812717714865,147.04000000000002,157.89000000000004,2021,05
51,0_3000,15932,15364,0,3000,2021-05,2020,0.9643484810444388,153.64000000000004,159.32000000000002,2021,05
52,225_2000,27108,8619,225,2000,2021-05,2020,0.31795042054006195,86.19000000000001,271.08000000000004,2021,05
53,270_3000,14820,13369,270,3000,2021-05,2020,0.9020917678812416,133.69000000000003,148.20000000000002,2021,05
54,45_4000,7,6,45,4000,2021-05,2020,0.8571428571428571,0.06000000000000001,0.07,2021,05
55,225_4500,0,0,225,4500,2021-05,2020,,0.0,0.0,2021,05
0,180_3000,11089,10707,180,3000,2021-06,2020,0.9655514473802868,107.07000000000002,110.89000000000001,2021,06
1,45_2500,26276,19762,45,2500,2021-06,2020,0.7520931648652763,197.62000000000003,262.76000000000005,2021,06
2,0_2500,26644,19714,0,2500,2021-06,2020,0.739903918330581,197.14000000000004,266.44000000000005,2021,06
3,180_1500,60409,9,180,1500,2021-06,2020,0.0001489844228508997,0.09000000000000002,604.0900000000001,2021,06
4,135_2000,35129,2284,135,2000,2021-06,2020,0.06501750690312846,22.840000000000003,351.2900000000001,2021,06
5,0_4000,20,20,0,4000,2021-06,2020,1.0,0.20000000000000004,0.20000000000000004,2021,06
6,225_3000,12675,11908,225,3000,2021-06,2020,0.9394871794871795,119.08000000000003,126.75000000000003,2021,06
7,315_4000,25,25,315,4000,2021-06,2020,1.0,0.25000000000000006,0.25000000000000006,2021,06
8,135_4500,0,0,135,4500,2021-06,2020,,0.0,0.0,2021,06
9,90_4500,0,0,90,4500,2021-06,2020,,0.0,0.0,2021,06
10,225_1500,46051,2,225,1500,2021-06,2020,4.343011009532909e-05,0.020000000000000004,460.5100000000001,2021,06
11,90_2000,34105,3271,90,2000,2021-06,2020,0.09590969066119337,32.71000000000001,341.05000000000007,2021,06
12,270_2500,30397,15322,270,2500,2021-06,2020,0.5040629009441722,153.22000000000003,303.9700000000001,2021,06
13,315_2500,30520,18958,315,2500,2021-06,2020,0.6211664482306685,189.58000000000004,305.20000000000005,2021,06
14,45_3000,14562,14258,45,3000,2021-06,2020,0.9791237467380854,142.58000000000004,145.62000000000003,2021,06
15,270_4000,15,15,270,4000,2021-06,2020,1.0,0.15000000000000002,0.15000000000000002,2021,06
16,180_4000,14,14,180,4000,2021-06,2020,1.0,0.14,0.14,2021,06
17,45_1500,51376,30,45,1500,2021-06,2020,0.0005839302398006851,0.30000000000000004,513.7600000000001,2021,06
18,180_2500,23532,12635,180,2500,2021-06,2020,0.5369284378718341,126.35000000000002,235.32000000000005,2021,06
19,135_1500,59707,8,135,1500,2021-06,2020,0.0001339876396402432,0.08000000000000002,597.0700000000002,2021,06
20,0_3500,3387,3342,0,3500,2021-06,2020,0.9867139061116031,33.42000000000001,33.870000000000005,2021,06
21,225_4000,9,9,225,4000,2021-06,2020,1.0,0.09000000000000002,0.09000000000000002,2021,06
22,90_1500,49408,17,90,1500,2021-06,2020,0.00034407383419689117,0.17000000000000004,494.0800000000001,2021,06
23,135_3000,12382,12127,135,3000,2021-06,2020,0.9794055887578743,121.27000000000002,123.82000000000002,2021,06
24,45_4500,0,0,45,4500,2021-06,2020,,0.0,0.0,2021,06
25,225_2500,22701,10575,225,2500,2021-06,2020,0.4658385093167702,105.75000000000001,227.01000000000005,2021,06
26,270_3500,2746,2699,270,3500,2021-06,2020,0.982884195193008,26.990000000000006,27.460000000000004,2021,06
27,315_3500,3532,3443,315,3500,2021-06,2020,0.97480181200453,34.43000000000001,35.32000000000001,2021,06
28,45_2000,32185,4893,45,2000,2021-06,2020,0.15202734192947026,48.93000000000001,321.8500000000001,2021,06
29,90_3000,13201,12935,90,3000,2021-06,2020,0.9798500113627755,129.35000000000002,132.01000000000002,2021,06
30,180_3500,2232,2232,180,3500,2021-06,2020,1.0,22.320000000000004,22.320000000000004,2021,06
31,0_4500,0,0,0,4500,2021-06,2020,,0.0,0.0,2021,06
32,135_4000,14,14,135,4000,2021-06,2020,1.0,0.14,0.14,2021,06
33,90_2500,27594,17967,90,2500,2021-06,2020,0.6511198086540553,179.67000000000004,275.94000000000005,2021,06
34,135_2500,26251,15518,135,2500,2021-06,2020,0.5911393851662794,155.18000000000004,262.51000000000005,2021,06
35,315_2000,39226,3822,315,2000,2021-06,2020,0.09743537449650742,38.220000000000006,392.2600000000001,2021,06
36,0_2000,35456,6208,0,2000,2021-06,2020,0.17509025270758122,62.08000000000001,354.56000000000006,2021,06
37,270_4500,0,0,270,4500,2021-06,2020,,0.0,0.0,2021,06
38,315_4500,0,0,315,4500,2021-06,2020,,0.0,0.0,2021,06
39,225_3500,2280,2279,225,3500,2021-06,2020,0.999561403508772,22.790000000000003,22.800000000000004,2021,06
40,90_4000,20,20,90,4000,2021-06,2020,1.0,0.20000000000000004,0.20000000000000004,2021,06
41,270_2000,35246,1438,270,2000,2021-06,2020,0.04079895590989049,14.380000000000003,352.4600000000001,2021,06
42,315_1500,63820,10,315,1500,2021-06,2020,0.00015669069257286117,0.10000000000000002,638.2000000000002,2021,06
43,180_2000,33139,1432,180,2000,2021-06,2020,0.04321192552581551,14.320000000000002,331.39000000000004,2021,06
44,180_4500,0,0,180,4500,2021-06,2020,,0.0,0.0,2021,06
45,45_3500,3164,3151,45,3500,2021-06,2020,0.9958912768647282,31.510000000000005,31.640000000000008,2021,06
46,0_1500,65477,21,0,1500,2021-06,2020,0.0003207233074209264,0.21000000000000005,654.7700000000001,2021,06
47,270_1500,49944,4,270,1500,2021-06,2020,8.008970046452026e-05,0.04000000000000001,499.4400000000001,2021,06
48,90_3500,2915,2915,90,3500,2021-06,2020,1.0,29.150000000000006,29.150000000000006,2021,06
49,135_3500,2452,2452,135,3500,2021-06,2020,1.0,24.520000000000003,24.520000000000003,2021,06
50,315_3000,15789,14588,315,3000,2021-06,2020,0.9239343846982077,145.88000000000002,157.89000000000004,2021,06
51,0_3000,15932,15439,0,3000,2021-06,2020,0.9690559879487823,154.39000000000004,159.32000000000002,2021,06
52,225_2000,27108,881,225,2000,2021-06,2020,0.032499631105208794,8.810000000000002,271.08000000000004,2021,06
53,270_3000,14820,13650,270,3000,2021-06,2020,0.9210526315789473,136.50000000000003,148.20000000000002,2021,06
54,45_4000,7,7,45,4000,2021-06,2020,1.0,0.07,0.07,2021,06
55,225_4500,0,0,225,4500,2021-06,2020,,0.0,0.0,2021,06
0,180_3000,11089,10160,180,3000,2021-07,2020,0.9162232843358283,101.60000000000002,110.89000000000001,2021,07
1,45_2500,26276,11753,45,2500,2021-07,2020,0.44729030293804234,117.53000000000003,262.76000000000005,2021,07
2,0_2500,26644,8944,0,2500,2021-07,2020,0.33568533253265276,89.44000000000001,266.44000000000005,2021,07
3,180_1500,60409,3,180,1500,2021-07,2020,4.966147428363323e-05,0.030000000000000006,604.0900000000001,2021,07
4,135_2000,35129,856,135,2000,2021-07,2020,0.024367331834097186,8.560000000000002,351.2900000000001,2021,07
5,0_4000,20,20,0,4000,2021-07,2020,1.0,0.20000000000000004,0.20000000000000004,2021,07
6,225_3000,12675,10479,225,3000,2021-07,2020,0.8267455621301775,104.79000000000002,126.75000000000003,2021,07
7,315_4000,25,25,315,4000,2021-07,2020,1.0,0.25000000000000006,0.25000000000000006,2021,07
8,135_4500,0,0,135,4500,2021-07,2020,,0.0,0.0,2021,07
9,90_4500,0,0,90,4500,2021-07,2020,,0.0,0.0,2021,07
10,225_1500,46051,1,225,1500,2021-07,2020,2.1715055047664545e-05,0.010000000000000002,460.5100000000001,2021,07
11,90_2000,34105,968,90,2000,2021-07,2020,0.028382935053511214,9.680000000000001,341.05000000000007,2021,07
12,270_2500,30397,6822,270,2500,2021-07,2020,0.22443004243839854,68.22000000000001,303.9700000000001,2021,07
13,315_2500,30520,6698,315,2500,2021-07,2020,0.21946264744429883,66.98000000000002,305.20000000000005,2021,07
14,45_3000,14562,12943,45,3000,2021-07,2020,0.8888202170031589,129.43000000000004,145.62000000000003,2021,07
15,270_4000,15,15,270,4000,2021-07,2020,1.0,0.15000000000000002,0.15000000000000002,2021,07
16,180_4000,14,14,180,4000,2021-07,2020,1.0,0.14,0.14,2021,07
17,45_1500,51376,2,45,1500,2021-07,2020,3.892868265337901e-05,0.020000000000000004,513.7600000000001,2021,07
18,180_2500,23532,10085,180,2500,2021-07,2020,0.4285653578106408,100.85000000000002,235.32000000000005,2021,07
19,135_1500,59707,3,135,1500,2021-07,2020,5.0245364865091195e-05,0.030000000000000006,597.0700000000002,2021,07
20,0_3500,3387,3248,0,3500,2021-07,2020,0.9589607322113965,32.480000000000004,33.870000000000005,2021,07
21,225_4000,9,9,225,4000,2021-07,2020,1.0,0.09000000000000002,0.09000000000000002,2021,07
22,90_1500,49408,0,90,1500,2021-07,2020,0.0,0.0,494.0800000000001,2021,07
23,135_3000,12382,11182,135,3000,2021-07,2020,0.9030851235664674,111.82000000000002,123.82000000000002,2021,07
24,45_4500,0,0,45,4500,2021-07,2020,,0.0,0.0,2021,07
25,225_2500,22701,7103,225,2500,2021-07,2020,0.3128937051231223,71.03000000000002,227.01000000000005,2021,07
26,270_3500,2746,2581,270,3500,2021-07,2020,0.9399126001456665,25.810000000000006,27.460000000000004,2021,07
27,315_3500,3532,3190,315,3500,2021-07,2020,0.9031710079275198,31.900000000000006,35.32000000000001,2021,07
28,45_2000,32185,936,45,2000,2021-07,2020,0.02908187043653876,9.360000000000001,321.8500000000001,2021,07
29,90_3000,13201,11730,90,3000,2021-07,2020,0.8885690477994092,117.30000000000003,132.01000000000002,2021,07
30,180_3500,2232,2201,180,3500,2021-07,2020,0.9861111111111112,22.010000000000005,22.320000000000004,2021,07
31,0_4500,0,0,0,4500,2021-07,2020,,0.0,0.0,2021,07
32,135_4000,14,14,135,4000,2021-07,2020,1.0,0.14,0.14,2021,07
33,90_2500,27594,11822,90,2500,2021-07,2020,0.4284264695223599,118.22000000000003,275.94000000000005,2021,07
34,135_2500,26251,11667,135,2500,2021-07,2020,0.4444402118014552,116.67000000000002,262.51000000000005,2021,07
35,315_2000,39226,350,315,2000,2021-07,2020,0.00892265334217101,3.500000000000001,392.2600000000001,2021,07
36,0_2000,35456,656,0,2000,2021-07,2020,0.018501805054151624,6.560000000000001,354.56000000000006,2021,07
37,270_4500,0,0,270,4500,2021-07,2020,,0.0,0.0,2021,07
38,315_4500,0,0,315,4500,2021-07,2020,,0.0,0.0,2021,07
39,225_3500,2280,2219,225,3500,2021-07,2020,0.9732456140350877,22.190000000000005,22.800000000000004,2021,07
40,90_4000,20,20,90,4000,2021-07,2020,1.0,0.20000000000000004,0.20000000000000004,2021,07
